,0
699,1218.9725
700,737.42145
701,736.03754
702,715.6468
703,434.9684
704,413.1718
705,324.50812
706,307.6429
707,389.9526
708,403.6822
709,904.6399
710,909.0416
711,2858.1287
712,2870.5894
713,5438.4834
714,5424.624
715,6003.4214
716,6002.697
717,5420.4277
718,5451.8867
719,4903.0127
720,4499.2026
721,4702.9414
722,5013.978
723,4952.448
724,5344.7944
725,5627.908
726,5594.9937
727,6290.9336
728,6241.646
729,5805.436
730,5818.979
731,4444.021
732,4453.6523
733,3247.4111
734,2884.0957
735,2571.244
736,2045.1385
737,1295.781
738,897.4465
739,639.3073
740,561.774
741,584.5517
742,1074.2119
743,3047.9387
744,5382.314
745,5935.3843
746,5508.887
747,5107.0454
748,4722.056
749,4947.4683
750,5196.3047
751,5172.0864
752,5536.5474
753,5844.689
754,6525.4707
755,6033.0454
756,4768.3135
757,3531.6272
758,3202.1023
759,2974.2207
760,2436.8435
761,1661.8148
762,968.0344
763,964.5627
764,603.2286
765,637.8748
766,601.89026
767,664.81696
768,493.7271
769,458.21072
770,457.39307
771,564.89276
772,556.1152
773,1082.4248
774,3130.5479
775,5498.3687
776,6060.536
777,6056.6597
778,5723.085
779,5117.0293
780,4743.039
781,5022.7886
782,5177.792
783,5193.457
784,5570.384
785,5954.5107
786,6566.5264
787,6149.1743
788,4847.6
789,3706.8547
790,3337.1587
791,3015.7246
792,2226.906
793,1601.0172
794,994.0925
795,679.8151
796,605.33704
797,636.60645
798,1120.1161
799,3102.339
800,5640.579
801,6317.257
802,5803.0566
803,5163.829
804,4792.6294
805,5002.562
806,5294.2935
807,5326.255
808,5635.583
809,5955.255
810,6540.7676
811,6163.2373
812,4936.2812
813,3898.9646
814,3373.3706
815,3243.7498
816,2593.9417
817,1760.2736
818,990.8891
819,738.14655
820,609.5907
821,626.95825
822,1064.9164
823,2950.3513
824,5497.938
825,6131.783
826,5579.4536
827,5136.053
828,4782.031
829,5105.652
830,5300.0757
831,5400.7197
832,5646.866
833,5982.208
834,6390.9014
835,5960.7485
836,4886.4966
837,3775.374
838,3755.2615
839,3318.5674
840,3111.635
841,2705.6543
842,2036.458
843,1318.7496
844,818.43567
845,613.649
846,443.01215
847,540.79663
848,1037.7009
849,1945.4985
850,2567.2422
851,3474.9521
852,3930.5305
853,4000.2734
854,4416.8335
855,4650.122
856,4734.8955
857,4758.177
858,4873.969
859,4844.436
860,4712.403
861,4116.549
862,3396.23
863,2973.0984
864,3002.2043
865,3003.189
866,2922.432
867,2979.3562
868,2179.2712
869,1475.6995
870,1453.1952
871,1488.9099
872,919.4141
873,894.3461
874,654.2596
875,673.9769
876,675.4845
877,420.03662
878,455.92978
879,771.6741
880,1458.1592
881,1907.1063
882,2473.3838
883,3126.35
884,3454.8672
885,3841.963
886,4122.9316
887,4466.2476
888,4437.8447
889,4522.155
890,4524.83
891,4493.2856
892,3836.8826
893,3478.443
894,3054.1897
895,2592.751
896,1915.5919
897,1344.1454
898,707.3197
899,460.41806
900,379.8372
901,441.99045
902,976.23834
903,2890.7468
904,5444.301
905,6066.6294
906,5489.5977
907,4904.3403
908,4455.459
909,4622.9263
910,4899.9985
911,4849.712
912,5189.6465
913,5622.626
914,6237.661
915,5807.786
916,4477.735
917,3318.1917
918,2912.435
919,2554.933
920,2012.8767
921,1308.3584
922,844.3362
923,584.85376
924,498.7944
925,554.80225
926,1004.6914
927,1033.349
928,2952.595
929,5279.7974
930,5850.953
931,5875.7524
932,5393.445
933,5017.684
934,5017.1743
935,4648.4062
936,4871.8022
937,5181.476
938,5088.9565
939,5396.8296
940,5803.588
941,6453.6045
942,6001.049
943,4732.224
944,3439.4714
945,3086.7292
946,2955.1655
947,2306.276
948,1531.0756
949,900.96326
950,627.9213
951,520.91156
952,597.0275
953,1033.7633
954,3041.836
955,5531.9966
956,6073.267
957,5715.5044
958,5056.3057
959,4701.114
960,5002.8633
961,4986.8257
962,5242.5137
963,5180.768
964,5477.716
965,5905.545
966,6566.182
967,6150.097
968,4789.6367
969,3712.4768
970,3277.1208
971,2937.6582
972,2194.4512
973,1544.2598
974,885.41315
975,580.6905
976,506.16183
977,571.3997
978,1038.5837
979,3026.0046
980,5473.41
981,6181.2583
982,6388.705
983,5653.34
984,5642.916
985,4994.628
986,4647.9297
987,4812.0522
988,4879.0796
989,5096.216
990,5129.05
991,5021.4087
992,5365.572
993,5389.076
994,5753.2876
995,5755.9585
996,5762.3
997,5753.3525
998,6354.718
999,6364.4077
1000,6360.427
1001,5954.5166
1002,4690.116
1003,4686.097
1004,3581.073
1005,3158.1108
1006,3045.7263
1007,2445.8118
1008,1657.2743
1009,988.27155
1010,699.2671
1011,616.1095
1012,654.46985
1013,1041.7604
1014,2885.4346
1015,5437.0894
1016,6136.51
1017,5594.913
1018,5141.1797
1019,4743.4365
1020,5032.0312
1021,5249.328
1022,5300.421
1023,5550.1523
1024,5874.7324
1025,6299.2495
1026,5871.8022
1027,4735.693
1028,3666.7566
1029,3209.423
1030,3063.7266
1031,2738.0417
1032,1980.2388
1033,1363.8358
1034,833.6855
1035,632.58453
1036,457.23672
1037,482.6084
1038,969.24097
1039,1906.7833
1040,2583.238
1041,3506.3171
1042,3889.2134
1043,3906.7761
1044,4392.0615
1045,4590.8286
1046,4641.9688
1047,4572.6294
1048,4614.3955
1049,4615.6787
1050,4626.473
1051,4615.621
1052,4732.852
1053,4678.5083
1054,4660.7544
1055,4067.0237
1056,3389.7292
1057,3014.7473
1058,3052.535
1059,2960.948
1060,2210.8108
1061,1440.3817
1062,864.32526
1063,639.28186
1064,419.76758
1065,396.66006
1066,641.59625
1067,1418.8574
1068,1785.9955
1069,2448.0044
1070,2986.1558
1071,2986.2092
1072,3331.5918
1073,3338.8435
1074,3726.336
1075,3732.7542
1076,4022.7878
1077,4194.029
1078,4102.416
1079,4335.705
1080,4388.4414
1081,4312.6636
1082,3686.03
1083,3291.688
1084,2870.0994
1085,2470.1108
1086,1795.5656
1087,1231.9014
1088,692.633
1089,414.18817
1090,333.40338
1091,413.77756
1092,908.7748
1093,2798.9622
1094,5355.033
1095,6040.7266
1096,5423.75
1097,4888.8657
1098,4480.6147
1099,4653.3105
1100,4877.7793
1101,4856.5947
1102,5164.565
1103,5588.189
1104,6221.9727
1105,5632.69
1106,4375.078
1107,3231.4346
1108,2815.238
1109,2553.7375
1110,2027.2523
1111,1301.791
1112,837.47296
1113,561.2045
1114,482.43198
1115,529.3585
1116,1013.32733
1117,2944.2922
1118,5385.998
1119,5919.6235
1120,5457.8257
1121,5008.9526
1122,4657.635
1123,4866.142
1124,5080.8774
1125,4988.452
1126,5305.6104
1127,5726.9526
1128,6373.5137
1129,5849.9097
1130,4641.165
1131,3417.2932
1132,3030.8906
1133,2839.0256
1134,2201.2302
1135,1446.5343
1136,765.81915
1137,555.56433
1138,407.2632
1139,494.21182
1140,935.277
1141,925.39624
1142,895.1173
1143,2945.1897
1144,2954.2957
1145,2992.2878
1146,5421.897
1147,5426.9463
1148,5370.4683
1149,5919.5825
1150,5925.8076
1151,6142.339
1152,5658.685
1153,5665.6025
1154,5623.75
1155,4900.816
1156,4912.876
1157,4922.9517
1158,4547.611
1159,4547.611
1160,4822.8857
1161,4804.8296
1162,5065.131
1163,5072.7017
1164,5090.896
1165,5088.0654
1166,5395.593
1167,5392.2104
1168,5391.5444
1169,5671.34
1170,6354.4673
1171,6316.233
1172,5882.788
1173,5881.1475
1174,4566.4307
1175,4547.33
1176,3449.2512
1177,2998.507
1178,2773.7246
1179,2045.2473
1180,1376.1271
1181,887.3176
1182,581.20636
1183,493.50635
1184,531.29364
1185,955.8559
1186,2950.4744
1187,5524.5244
1188,6377.412
1189,5661.0728
1190,4960.6104
1191,4593.8306
1192,4898.611
1193,5164.9004
1194,5093.5757
1195,5405.527
1196,5766.0483
1197,6383.6914
1198,5849.6514
1199,4724.4966
1200,3560.0703
1201,3066.4365
1202,2919.0315
1203,2379.1787
1204,1666.5157
1205,836.64264
1206,604.25854
1207,504.28806
1208,565.8423
1209,897.22406
1210,2725.1384
1211,2718.093
1212,5371.77
1213,6190.714
1214,5476.9907
1215,4977.434
1216,4623.0024
1217,4576.9946
1218,4937.488
1219,4960.2207
1220,5080.262
1221,5169.5605
1222,5274.773
1223,5276.4585
1224,5410.0654
1225,5800.9697
1226,6289.894
1227,6288.2925
1228,5663.3115
1229,5652.978
1230,4684.535
1231,4697.1826
1232,3618.7468
1233,3132.9932
1234,2989.3787
1235,2563.1875
1236,1820.3646
1237,800.65356
1238,808.7868
1239,353.19986
1240,362.05313
1241,232.13792
1242,27.428482
1243,14.345036
1244,558.04407
1245,1449.0465
1246,2031.5205
1247,3029.7327
1248,3424.7568
1249,3538.4998
1250,3832.4468
1251,4069.9565
1252,4161.7104
1253,4167.455
1254,4196.408
1255,4399.323
1256,3899.842
1257,3561.9338
1258,2885.2732
1259,2498.6646
1260,2515.7952
1261,2363.9365
1262,1651.0162
1263,1078.5842
1264,551.75116
1265,278.29315
1266,43.625237
1267,25.68343
1268,2725.7346
1269,3062.301
1270,3429.3464
1271,3616.1064
1272,3883.6042
1273,4010.654
1274,3994.8005
1275,4087.889
1276,3943.9253
1277,3345.887
1278,3052.302
1279,2678.2126
1280,2254.5625
1281,1530.5529
1282,888.60876
1283,156.51035
1284,57.596954
1285,-71.86221
1286,56.10605
1287,565.3742
1288,2399.4722
1289,4832.7026
1290,5594.5483
1291,4932.8423
1292,4384.1978
1293,3993.1455
1294,4195.631
1295,4417.8706
1296,4390.989
1297,4714.6445
1298,5113.379
1299,5811.768
1300,5295.748
1301,4044.5854
1302,2791.6633
1303,2403.716
1304,2047.0831
1305,1522.475
1306,999.3337
1307,676.87695
1308,-498.45276
1309,-801.7383
1310,-726.5845
1311,-467.96
1312,1808.5846
1313,4110.852
1314,4586.2744
1315,4275.575
1316,3525.886
1317,3164.0093
1318,3325.1155
1319,3677.2634
1320,3913.402
1321,3872.0112
1322,4085.655
1323,5121.3267
1324,4454.1147
1325,3193.6963
1326,2043.908
1327,1644.8562
1328,1065.2477
1329,811.9464
1330,1560.7032
1331,481.08218
1332,198.75333
1333,204.9413
1334,16.088703
1335,113.34196
1336,112.0
1337,162.21191
1338,570.56696
1339,2634.2583
1340,5036.9116
1341,5425.673
1342,5270.212
1343,4397.0786
1344,4578.013
1345,4227.6265
1346,4535.4365
1347,4659.146
1348,4693.5566
1349,4989.0264
1350,5277.53
1351,5854.6753
1352,5472.8267
1353,4157.7144
1354,3093.5518
1355,2616.7937
1356,2407.0874
1357,1774.7246
1358,1109.1953
1359,524.63715
1360,227.14116
1361,274.4077
1362,320.50363
1363,764.81934
1364,2746.7627
1365,5156.523
1366,5708.3535
1367,5804.0996
1368,5311.282
1369,5246.1416
1370,4572.3647
1371,4663.1646
1372,4306.124
1373,4579.3223
1374,4831.5015
1375,4843.2715
1376,5055.433
1377,5313.772
1378,5974.1694
1379,5557.116
1380,4350.333
1381,3237.3489
1382,2791.0132
1383,2626.998
1384,2054.1746
1385,1456.5378
1386,314.16498
1387,136.40088
1388,58.570644
1389,66.06231
1390,567.6661
1391,2267.2966
1392,4849.1714
1393,5472.0977
1394,4976.825
1395,4450.904
1396,4193.54
1397,4461.142
1398,4735.6724
1399,4687.8755
1400,4919.61
1401,5177.019
1402,5677.777
1403,5677.034
1404,5258.8984
1405,4172.5137
1406,3126.0386
1407,2687.844
1408,2500.9026
1409,2068.2253
1410,1751.7982
1411,1166.2489
1412,709.5766
1413,605.7699
1414,134.53598
1415,360.37442
1416,653.5717
1417,659.6263
1418,639.62524
1419,1610.0747
1420,1644.8291
1421,2087.0723
1422,3150.196
1423,3586.1096
1424,3579.407
1425,3962.537
1426,4124.134
1427,4258.7017
1428,4287.887
1429,4267.999
1430,4409.6353
1431,4166.498
1432,3734.924
1433,3120.1023
1434,2673.0554
1435,2687.6704
1436,2590.697
1437,2029.6931
1438,1122.3938
1439,658.6725
1440,428.99057
1441,174.44579
1442,183.33673
1443,430.91537
1444,1055.3927
1445,1483.6112
1446,2125.102
1447,2755.8462
1448,3110.346
1449,3492.7773
1450,3580.358
1451,3862.2622
1452,3610.1787
1453,3823.4385
1454,3905.891
1455,3953.6492
1456,3351.3345
1457,3039.2878
1458,2652.5046
1459,2294.7446
1460,1607.1007
1461,1586.2054
1462,1597.7922
1463,1064.1525
1464,1090.9401
1465,1070.117
1466,539.64685
1467,542.5266
1468,318.56186
1469,196.85944
1470,247.8264
1471,268.4976
1472,801.378
1473,2705.696
1474,5156.0254
1475,5804.825
1476,5238.5195
1477,4700.2417
1478,4498.635
1479,4755.8438
1480,4696.942
1481,5013.498
1482,6027.0835
1483,5623.2134
1484,4297.75
1485,3164.085
1486,2752.1694
1487,2415.1646
1488,1882.3032
1489,1166.633
1490,724.49664
1491,495.3693
1492,420.6109
1493,497.10184
1494,492.5392
1495,959.04346
1496,2858.8384
1497,2868.8167
1498,5189.7954
1499,5343.1396
1500,5809.5664
1501,5346.717
1502,4911.1523
1503,4494.124
1504,4758.583
1505,4961.4863
1506,4857.863
1507,5144.749
1508,5535.785
1509,6173.031
1510,5724.2427
1511,4483.936
1512,3245.9353
1513,2941.1333
1514,2766.6443
1515,2069.3706
1516,1276.0262
1517,811.5927
1518,600.1148
1519,425.55045
1520,429.68213
1521,426.5455
1522,427.25555
1523,970.8795
1524,3012.4407
1525,5430.185
1526,5909.644
1527,5588.3726
1528,4947.0254
1529,4565.822
1530,4858.5645
1531,5086.2437
1532,5009.4834
1533,5322.2314
1534,5679.807
1535,6287.901
1536,5928.411
1537,4649.5674
1538,3485.402
1539,3091.938
1540,2793.8271
1541,2033.3206
1542,1370.1702
1543,803.4921
1544,520.0662
1545,412.17822
1546,424.45236
1547,428.28033
1548,548.76685
1549,998.407
1550,2956.9949
1551,5382.217
1552,5402.28
1553,6108.508
1554,5594.701
1555,4931.537
1556,4586.611
1557,4856.7334
1558,5119.529
1559,5011.9194
1560,5318.1406
1561,5647.4565
1562,6287.646
1563,5863.6416
1564,4559.216
1565,3491.8835
1566,3025.739
1567,2863.2075
1568,2912.9602
1569,2367.911
1570,1582.1682
1571,846.6062
1572,644.289
1573,523.1696
1574,564.41455
1575,1007.2156
1576,2825.4446
1577,5427.401
1578,6193.168
1579,5505.923
1580,5022.209
1581,4613.4175
1582,4941.7847
1583,5171.9575
1584,5184.2144
1585,5453.611
1586,5759.07
1587,6223.0674
1588,5831.576
1589,4716.335
1590,3681.1035
1591,3193.381
1592,3038.3665
1593,2597.6985
1594,1885.5568
1595,1151.0415
1596,710.5606
1597,500.83185
1598,271.30667
1599,349.63742
1600,859.39484
1601,1738.1788
1602,2378.808
1603,3284.5652
1604,3692.4824
1605,3775.606
1606,4150.518
1607,4407.35
1608,4470.8438
1609,4430.709
1610,4482.091
1611,4606.2583
1612,4393.838
1613,3864.8784
1614,3289.2668
1615,2965.9265
1616,2941.9688
1617,2706.5315
1618,2018.0052
1619,1408.04
1620,907.7359
1621,651.448
1622,401.79755
1623,353.68967
1624,658.31885
1625,1362.9554
1626,1719.4219
1627,2512.2642
1628,3032.2214
1629,3399.919
1630,3784.158
1631,4025.9612
1632,4263.9956
1633,4270.207
1634,4299.483
1635,4340.0176
1636,4231.85
1637,3608.644
1638,3350.8535
1639,3058.0771
1640,2599.7039
1641,1918.5935
1642,1285.7542
1643,597.4396
1644,383.35532
1645,264.07608
1646,325.50546
1647,832.0634
1648,2771.769
1649,5219.3516
1650,6152.051
1651,5359.7144
1652,4755.018
1653,4309.0205
1654,4533.253
1655,4810.034
1656,4755.1816
1657,4947.2065
1658,5349.501
1659,6116.8394
1660,5621.946
1661,4325.3193
1662,3211.1577
1663,2696.401
1664,2444.1018
1665,1799.1447
1666,1862.6592
1667,1919.4026
1668,1189.6292
1669,1203.7349
1670,1108.0908
1671,683.3242
1672,681.35974
1673,593.2555
1674,534.07996
1675,567.29425
1676,449.19077
1677,509.49847
1678,507.37006
1679,520.313
1680,992.71313
1681,2970.8923
1682,5277.5
1683,5865.532
1684,5503.238
1685,4984.5166
1686,4620.18
1687,4746.0986
1688,4755.4004
1689,5156.4707
1690,5006.5195
1691,5307.919
1692,5715.434
1693,5607.6543
1694,5609.34
1695,6371.5884
1696,5939.2373
1697,4659.015
1698,3422.9607
1699,2999.0051
1700,2865.7578
1701,2159.7512
1702,1384.2303
1703,1438.755
1704,790.7215
1705,791.19244
1706,778.883
1707,552.1102
1708,578.9982
1709,577.2112
1710,471.93628
1711,481.32092
1712,477.63043
1713,532.3347
1714,529.38763
1715,529.4652
1716,994.1941
1717,1009.8068
1718,3037.879
1719,3044.8984
1720,5500.73
1721,5505.728
1722,5978.756
1723,5933.1846
1724,5977.021
1725,5634.134
1726,5619.125
1727,4961.0527
1728,4962.0703
1729,4571.159
1730,4870.009
1731,5129.409
1732,5043.098
1733,5288.5557
1734,5683.2383
1735,5667.3906
1736,6249.401
1737,6306.704
1738,5868.219
1739,5808.2144
1740,4535.55
1741,3461.003
1742,3072.3867
1743,2680.1152
1744,2768.602
1745,1882.2837
1746,1976.3774
1747,1324.7207
1748,1332.003
1749,1374.4271
1750,782.60364
1751,779.0224
1752,538.7217
1753,544.94653
1754,472.0045
1755,538.7961
1756,951.183
1757,944.0644
1758,2943.0947
1759,2957.6123
1760,5573.5337
1761,5580.677
1762,6163.55
1763,6134.7266
1764,5607.7383
1765,5581.9517
1766,4947.7305
1767,4953.9067
